year,km_driven,owner,brand,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,transmission_Automatic,transmission_Manual,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer
2019,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.024794259346043505,1,0.04,0,1,0,0,1,0,0,1,0
2017,0.11306003734202168,1,0.04,0,1,0,0,0,1,1,0,0
2011,0.07891911460231739,1,0.07,0,1,0,0,0,1,1,0,0
2013,0.07438525758804262,1,0.05,0,1,0,0,0,1,0,1,0
2016,0.09298188192879228,1,0.04,0,1,0,0,0,1,1,0,0
2013,0.1205643951509922,1,0.07,0,0,0,1,0,1,1,0,0
2012,0.05702840820334293,1,0.46,0,1,0,0,0,1,0,1,0
2016,0.012396509785543727,1,0.17,0,0,0,1,1,0,0,1,0
2018,0.09918075670904218,1,0.46,0,1,0,0,0,1,0,1,0
2011,0.12397625583004174,2,0.09,0,1,0,0,0,1,0,1,0
2013,0.043390883686793176,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.06198750802754284,1,0.46,0,0,0,1,1,0,0,1,0
2011,0.11157850626954195,3,0.46,0,1,0,0,0,1,0,1,0
2012,0.18596500363254062,2,0.05,0,1,0,0,0,1,0,1,0
2013,0.11033873131349198,2,0.17,0,0,0,1,0,1,0,1,0
2014,0.07438525758804262,2,0.46,0,1,0,0,0,1,0,1,0
2012,0.12397625583004174,2,0.07,0,1,0,0,0,1,0,1,0
2012,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2014,0.11157850626954195,2,0.46,0,1,0,0,0,1,0,1,0
2014,0.09298188192879228,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.04463065864284315,1,0.04,0,1,0,0,0,1,1,0,0
2016,0.014876059697643683,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.01611211532882551,1,0.03,0,1,0,0,0,1,1,0,0
2017,0.04958975846704306,1,0.46,0,0,0,1,1,0,0,1,0
2015,0.07438525758804262,1,0.05,0,1,0,0,0,1,0,1,0
2013,0.030993134126293394,2,0.05,0,1,0,0,0,1,0,1,0
2018,0.032766012313444864,1,0.17,0,1,0,0,0,1,1,0,0
2015,0.030497224143873403,1,0.46,0,0,0,1,0,1,1,0,0
2011,0.03530879074830337,1,0.46,0,0,0,1,0,1,1,0,0
2013,0.12397625583004174,1,0.07,0,0,0,1,0,1,0,1,0
2013,0.05205443107967042,1,0.05,0,1,0,0,0,1,1,0,0
2009,0.03765692451506203,1,0.46,0,0,0,1,0,1,1,0,0
2017,0.00949295683847468,1,0.03,0,0,0,1,1,0,1,0,0
2017,0.04264701871316319,1,0.46,0,1,0,0,0,1,1,0,0
2017,0.02293459691196854,1,0.03,0,0,0,1,0,1,1,0,0
2012,0.059507958115442884,1,0.17,0,0,0,1,0,1,1,0,0
2014,0.03588032700304241,1,0.46,0,0,0,1,1,0,1,0,0
2017,0.06198750802754284,2,0.05,0,1,0,0,0,1,0,1,0
2012,0.06645069786932276,1,0.05,0,1,0,0,0,1,1,0,0
2015,0.06651516616703736,1,0.04,0,1,0,0,0,1,1,0,0
2014,0.030993134126293394,1,0.46,0,0,0,1,0,1,0,1,0
2007,0.09918075670904218,2,0.04,0,1,0,0,0,1,0,1,0
2017,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.018595384565793616,2,0.05,0,1,0,0,0,1,0,1,0
2018,0.006197635005293839,1,0.05,0,0,0,1,0,1,0,1,0
2017,0.1314149055663416,1,0.17,0,1,0,0,0,1,0,1,0
2008,0.12397625583004174,3,0.07,0,0,0,1,0,1,0,1,0
2016,0.07438525758804262,3,0.03,0,0,0,1,0,1,0,1,0
2012,0.14877175495104128,4,0.46,0,1,0,0,0,1,0,1,0
2017,0.10166030662114213,1,0.46,0,0,0,1,1,0,0,1,0
2003,0.043390883686793176,2,0.07,0,1,0,0,0,1,0,1,0
2013,0.2541526262152894,1,0.17,0,0,0,1,0,1,0,1,0
2011,0.15497062973129117,3,0.17,0,1,0,0,0,1,0,1,0
2015,0.16116950451154108,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.1202569309618918,2,0.46,1,0,0,0,0,1,0,1,0
2015,0.11157850626954195,2,0.17,0,0,0,1,0,1,0,1,0
2009,0.07438525758804262,3,0.46,0,0,0,1,0,1,0,1,0
2013,0.07438525758804262,1,0.09,0,1,0,0,0,1,0,1,0
2018,0.043390883686793176,1,0.05,0,1,0,0,0,1,0,1,0
2019,0.030993134126293394,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.018595384565793616,1,0.03,0,0,0,1,0,1,0,1,0
2011,0.024794259346043505,1,0.09,0,0,0,1,0,1,0,1,0
2011,0.024794259346043505,1,0.09,0,0,0,1,0,1,0,1,0
2010,0.0867830071485424,1,0.07,0,0,0,1,0,1,0,1,0
2016,0.11157850626954195,1,0.09,0,0,0,1,0,1,0,1,0
2016,0.09918075670904218,1,0.17,0,1,0,0,0,1,0,1,0
2014,0.09856086923101719,2,0.07,0,1,0,0,1,0,0,1,0
2013,0.0867830071485424,2,0.17,0,1,0,0,0,1,0,1,0
2018,0.006197635005293839,1,0.04,0,1,0,0,0,1,0,1,0
2018,0.018595384565793616,1,0.07,0,0,0,1,0,1,0,1,0
2014,0.043390883686793176,1,0.46,0,0,0,1,0,1,0,1,0
2009,0.14877175495104128,2,0.09,0,1,0,0,0,1,0,1,0
2018,0.018595384565793616,2,0.05,0,1,0,0,0,1,0,1,0
2015,0.07438525758804262,1,0.04,0,0,0,1,0,1,0,1,0
2013,0.14877175495104128,1,0.03,0,1,0,0,0,1,0,1,0
2016,0.11157850626954195,1,0.05,0,1,0,0,0,1,0,1,0
2015,0.11157850626954195,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.012396509785543727,1,0.46,0,0,0,1,0,1,0,1,0
2009,0.08926255706064236,2,0.17,0,1,0,0,0,1,0,1,0
2011,0.24423442656688957,2,0.04,0,0,0,1,0,1,0,1,0
1999,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2001,0.06198750802754284,3,0.17,0,0,0,1,0,1,0,1,0
2017,0.06198750802754284,1,0.09,0,1,0,0,1,0,0,1,0
2011,0.07438525758804262,3,0.17,0,0,0,1,1,0,0,1,0
2018,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.07438525758804262,2,0.46,0,1,0,0,0,1,0,1,0
2013,0.04958975846704306,1,0.09,0,0,0,1,0,1,0,1,0
2017,0.011356338597417796,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.055788633247292954,1,0.03,0,0,0,1,0,1,0,1,0
2010,0.1363740053905415,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.09918075670904218,1,0.17,0,0,0,1,0,1,0,1,0
2011,0.12397625583004174,2,0.07,0,1,0,0,0,1,0,1,0
2017,0.11157850626954195,1,0.46,0,1,0,0,0,1,0,1,0
2009,0.0867830071485424,3,0.17,1,0,0,0,0,1,0,1,0
2007,0.09918075670904218,3,0.46,0,0,0,1,0,1,0,1,0
2014,0.1363740053905415,2,0.46,0,1,0,0,0,1,0,1,0
2017,0.06198750802754284,1,0.17,0,0,0,1,0,1,0,1,0
2018,0.006197635005293839,1,0.09,0,0,0,1,0,1,0,1,0
2008,0.11157850626954195,3,0.17,0,0,0,1,0,1,0,1,0
2009,0.14877175495104128,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.09918075670904218,1,0.07,0,1,0,0,0,1,0,1,0
2017,0.047110208554943106,2,0.17,0,0,0,1,0,1,0,1,0
2009,0.14877175495104128,1,0.17,0,0,0,1,0,1,0,1,0
2011,0.11157850626954195,1,0.09,0,1,0,0,0,1,0,1,0
2017,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.07438525758804262,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.12397625583004174,2,0.05,0,1,0,0,0,1,0,1,0
2011,0.023554484389993528,1,0.09,0,0,0,1,0,1,0,1,0
2006,0.2479537514350395,3,0.07,0,1,0,0,0,1,0,1,0
2015,0.0867830071485424,2,0.05,0,1,0,0,0,1,0,1,0
2011,0.06198750802754284,2,0.46,0,1,0,0,0,1,0,1,0
2012,0.02364994706160938,2,0.46,0,0,0,1,0,1,0,1,0
2016,0.037192008906543284,1,0.17,0,0,0,1,0,1,0,1,0
2009,0.09918075670904218,2,0.46,0,0,0,1,0,1,0,1,0
2015,0.1586899545994411,1,0.04,0,1,0,0,0,1,0,1,0
2013,0.09918075670904218,1,0.07,0,1,0,0,0,1,0,1,0
2016,0.12397625583004174,1,0.46,0,1,0,0,0,1,0,1,0
2015,0.06198750802754284,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.06942615776384271,1,0.04,0,1,0,0,0,1,0,1,0
2018,0.026408446338820578,1,0.17,0,0,0,1,0,1,0,1,0
2018,0.013016397263568716,1,0.03,0,0,0,1,0,1,0,1,0
2013,0.13265468052239157,1,0.05,0,1,0,0,0,1,0,1,0
2010,0.07438525758804262,2,0.17,0,0,0,1,0,1,0,1,0
2006,0.14877175495104128,2,0.17,0,0,0,1,0,1,0,1,0
2010,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.06198750802754284,2,0.46,0,0,0,1,0,1,0,1,0
2013,0.0867830071485424,2,0.04,0,1,0,0,0,1,0,1,0
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2016,0.06521092291327278,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2005,0.07014522723835169,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2016,0.06521092291327278,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2005,0.07014522723835169,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06855831529460772,1,0.07,0,1,0,0,1,0,1,0,0
2012,0.0921140394595573,1,0.09,0,1,0,0,0,1,1,0,0
2010,0.060476222356117916,1,0.03,0,0,0,1,0,1,1,0,0
2010,0.10862784187414301,1,0.07,0,1,0,0,1,0,1,0,0
2017,0.049861269182418004,1,0.07,0,1,0,0,1,0,1,0,0
2011,0.014222698295805346,1,0.03,0,0,0,1,0,1,1,0,0
2017,0.010353360657973364,1,0.46,0,0,0,1,0,1,1,0,0
2017,0.012080367171750983,1,0.46,0,0,0,1,1,0,1,0,0
2017,0.012084086496619134,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.060747733071492865,1,0.07,0,0,0,1,0,1,1,0,0
2018,0.025654663165542192,1,0.17,0,1,0,0,0,1,1,0,0
2015,0.03853096585907726,1,0.17,0,0,0,1,0,1,1,0,0
2014,0.046620497447303365,1,0.17,0,0,0,1,0,1,1,0,0
2014,0.06924019152043522,1,0.17,0,1,0,0,0,1,1,0,0
2010,0.07295951638858514,1,0.09,0,0,0,1,0,1,1,0,0
2015,0.02955375540231937,1,0.04,0,0,0,1,0,1,1,0,0
2016,0.06694660785174275,1,0.46,0,1,0,0,0,1,1,0,0
2013,0.047110208554943106,1,0.17,0,0,0,1,1,0,1,0,0
2012,0.05635149107733964,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.05821487283628276,1,0.07,0,1,0,0,1,0,1,0,0
2007,0.07438525758804262,4,0.17,0,0,0,1,0,1,0,1,0
2016,0.030993134126293394,1,0.03,0,0,0,1,0,1,0,1,0
2012,0.1363740053905415,4,0.05,0,1,0,0,0,1,0,1,0
2008,0.23555600187453973,2,0.07,0,1,0,0,0,1,0,1,0
2018,0.030993134126293394,1,0.07,0,1,0,0,1,0,0,1,0
2008,0.11157850626954195,1,0.05,0,0,0,1,0,1,0,1,0
2019,0.006197635005293839,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.07438525758804262,1,0.46,0,1,0,0,0,1,0,1,0
2020,0.0018584226591189168,1,0.07,0,1,0,0,1,0,0,1,0
2018,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2014,0.14877175495104128,1,0.07,0,1,0,0,0,1,0,1,0
2005,0.14877175495104128,2,0.17,0,1,0,0,0,1,0,1,0
2019,0.006197635005293839,1,0.46,0,0,0,1,0,1,0,1,0
2014,0.05826818315939291,1,0.07,0,1,0,0,1,0,0,1,0
2017,0.024794259346043505,1,0.04,0,0,0,1,1,0,0,1,0
2005,0.14877175495104128,2,0.17,0,0,0,1,0,1,0,1,0
2015,0.07190570767594266,1,0.17,0,1,0,0,0,1,0,1,0
2018,0.043390883686793176,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.012396509785543727,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.030993134126293394,1,0.04,0,1,0,0,0,1,0,1,0
2018,0.024794259346043505,1,0.05,0,1,0,0,0,1,0,1,0
2018,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2014,0.05206930837914302,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.06198750802754284,1,0.09,0,1,0,0,0,1,0,1,0
2017,0.14381265512684138,1,0.03,0,1,0,0,0,1,0,1,0
2015,0.12397625583004174,1,0.46,0,1,0,0,0,1,0,1,0
2015,0.08182390732434248,1,0.46,0,0,0,1,0,1,0,1,0
2010,0.1363740053905415,3,0.05,0,1,0,0,0,1,0,1,0
2014,0.0867830071485424,1,0.07,0,1,0,0,0,1,0,1,0
2015,0.07438525758804262,1,0.17,0,1,0,0,0,1,0,1,0
2007,0.1363740053905415,4,0.07,0,1,0,0,1,0,0,1,0
2014,0.030993134126293394,1,0.09,0,1,0,0,0,1,0,1,0
2018,0.08430345723644245,1,0.07,0,0,0,1,1,0,0,1,0
2014,0.024794259346043505,1,0.46,0,0,0,1,0,1,0,1,0
2011,0.1363740053905415,2,0.17,0,0,0,1,0,1,0,1,0
2018,0.03266683031696087,1,0.46,0,1,0,0,0,1,0,1,0
2012,0.11157850626954195,1,0.05,0,1,0,0,0,1,0,1,0
2016,0.030993134126293394,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.06198750802754284,2,0.17,0,0,0,1,0,1,0,1,0
2006,0.07438525758804262,2,0.09,0,0,0,1,0,1,0,1,0
2012,0.0867830071485424,3,0.17,0,0,0,1,0,1,0,1,0
2011,0.11157850626954195,2,0.07,0,1,0,0,1,0,0,1,0
2001,0.0867830071485424,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.03285279656036836,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.07438525758804262,1,0.09,0,1,0,0,0,1,0,1,0
2018,0.043390883686793176,1,0.05,0,1,0,0,0,1,0,1,0
2020,0.012396509785543727,1,0.17,0,1,0,0,0,1,0,1,0
2009,0.018595384565793616,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.030993134126293394,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.06198750802754284,1,0.17,0,1,0,0,0,1,0,1,0
2019,0.030993134126293394,1,0.17,0,0,0,1,0,1,0,1,0
2007,0.0644670579396428,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.018595384565793616,1,0.03,0,0,0,1,0,1,0,1,0
2011,0.024794259346043505,1,0.09,0,0,0,1,0,1,0,1,0
2013,0.11157850626954195,1,0.17,0,1,0,0,0,1,0,1,0
2011,0.07438525758804262,2,0.09,0,1,0,0,0,1,0,1,0
2015,0.02851358421419344,1,0.07,0,0,0,1,0,1,0,1,0
2018,0.02746597437633121,1,0.46,0,0,0,1,0,1,0,1,0
2011,0.024794259346043505,1,0.09,0,0,0,1,0,1,0,1,0
2018,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2009,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2018,0.043390883686793176,1,0.07,0,0,0,1,0,1,0,1,0
2012,0.08807485265274648,1,0.05,0,1,0,0,0,1,1,0,0
2012,0.20811978209715373,2,0.07,0,1,0,0,0,1,1,0,0
2011,0.16558806245490318,1,0.07,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.04958975846704306,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2018,0.02856069566252334,1,0.03,0,0,0,1,1,0,0,0,1
2011,0.0867830071485424,1,0.07,0,1,0,0,0,1,0,1,0
2017,0.037192008906543284,1,0.07,0,1,0,0,1,0,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2017,0.054062866508471384,1,0.46,0,0,0,1,0,1,0,0,1
2018,0.0138991170322763,1,0.46,0,0,0,1,1,0,0,0,1
2013,0.0644670579396428,1,0.17,0,1,0,0,0,1,1,0,0
2016,0.061016764236955706,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.11157850626954195,1,0.05,0,1,0,0,0,1,0,1,0
2015,0.0867830071485424,1,0.17,0,0,0,1,0,1,0,1,0
2003,0.11157850626954195,4,0.03,0,0,0,1,0,1,0,1,0
2011,0.23555600187453973,3,0.46,0,1,0,0,0,1,0,1,0
2016,0.1314149055663416,1,0.07,0,1,0,0,1,0,0,1,0
2012,0.09918075670904218,2,0.09,0,1,0,0,0,1,0,1,0
2014,0.09918075670904218,2,0.07,0,1,0,0,0,1,0,1,0
2018,0.024794259346043505,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,1,0,0,0,1,0,1,0
2013,0.07438525758804262,2,0.07,0,1,0,0,0,1,0,1,0
2010,0.16116950451154108,2,0.07,0,1,0,0,1,0,0,1,0
2017,0.03575139040761321,1,0.17,0,0,0,1,0,1,0,1,0
2008,0.2479537514350395,1,0.09,0,0,0,1,0,1,0,1,0
2006,0.12397625583004174,1,0.09,0,1,0,0,0,1,0,1,0
2014,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2010,0.23555600187453973,4,0.05,0,1,0,0,0,1,0,1,0
2007,0.12397625583004174,2,0.05,0,1,0,0,0,1,0,1,0
2014,0.16736837929179096,2,0.05,0,1,0,0,0,1,0,1,0
2015,0.06198750802754284,3,0.05,0,1,0,0,0,1,0,1,0
2014,0.16736837929179096,3,0.07,0,1,0,0,1,0,0,1,0
2012,0.06198750802754284,1,0.07,0,1,0,0,0,1,0,1,0
2018,0.024262395889898064,1,0.03,0,1,0,0,0,1,1,0,0
2018,0.036696098924123295,1,0.03,0,0,0,1,0,1,1,0,0
2011,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.018595384565793616,1,0.46,0,1,0,0,1,0,0,1,0
2019,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.01673572213171865,1,0.03,0,1,0,0,0,1,0,1,0
2018,0.02727380925814346,1,0.07,0,0,0,1,1,0,0,1,0
2018,0.030993134126293394,1,0.03,0,1,0,0,0,1,1,0,0
2010,0.09918075670904218,3,0.04,0,0,0,1,1,0,0,1,0
2018,0.04834998351099309,1,0.03,0,0,0,1,0,1,1,0,0
2016,0.07438525758804262,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.060747733071492865,1,0.03,0,1,0,0,0,1,1,0,0
2018,0.06025182308907287,1,0.03,0,0,0,1,0,1,1,0,0
2017,0.024794259346043505,2,0.17,0,0,0,1,0,1,0,1,0
2016,0.030993134126293394,1,0.05,0,0,0,1,0,1,0,1,0
2008,0.14877175495104128,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.037192008906543284,1,0.46,0,1,0,0,0,1,0,1,0
2015,0.043390883686793176,1,0.03,0,1,0,0,0,1,0,1,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2015,0.15824735494013126,1,0.07,0,1,0,0,1,0,1,0,0
2018,0.06694660785174275,2,0.09,0,0,0,1,0,1,1,0,0
2014,0.12689468607658339,1,0.07,0,1,0,0,1,0,1,0,0
2014,0.07715863416472642,1,0.07,0,0,0,1,1,0,1,0,0
2005,0.11157850626954195,2,0.17,0,0,0,1,0,1,1,0,0
2018,0.026522505634777174,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.040522044438493526,1,0.07,0,0,0,1,0,1,1,0,0
2006,0.0012397749560499778,1,0.05,0,1,0,0,0,1,1,0,0
2017,0.02727380925814346,1,0.03,0,1,0,0,0,1,1,0,0
2017,0.06603041415922181,1,0.17,0,0,0,1,0,1,1,0,0
2016,0.06570683289569278,1,0.07,0,1,0,0,1,0,1,0,0
2018,0.012396509785543727,1,0.03,0,0,0,1,0,1,1,0,0
2017,0.01735560960974364,1,0.46,0,1,0,0,0,1,1,0,0
2017,0.05454885829124297,1,0.07,0,0,0,1,0,1,1,0,0
2014,0.049459582096657816,1,0.04,0,1,0,0,0,1,1,0,0
2017,0.09050233201669233,1,0.07,0,1,0,0,1,0,1,0,0
2014,0.021074934477893572,1,0.03,0,0,0,1,0,1,1,0,0
2017,0.02304741643296909,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.033182576698677656,1,0.09,0,1,0,0,0,1,1,0,0
2015,0.037192008906543284,1,0.17,0,0,0,1,0,1,0,1,0
2016,0.05206930837914302,1,0.09,0,1,0,0,0,1,0,1,0
2014,0.1363740053905415,1,0.03,0,1,0,0,0,1,0,1,0
2005,0.12397625583004174,1,0.09,0,1,0,0,0,1,0,1,0
2006,0.37193124704003727,2,0.09,0,1,0,0,0,1,0,1,0
2009,0.1363740053905415,3,0.09,0,1,0,0,0,1,0,1,0
2018,0.034241344511144335,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.0867830071485424,1,0.07,0,0,0,1,0,1,0,1,0
2012,0.06198750802754284,2,0.03,0,0,0,1,0,1,0,1,0
2015,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2014,0.05702840820334293,1,0.07,0,1,0,0,1,0,0,1,0
2012,0.10166030662114213,1,0.04,0,1,0,0,0,1,0,1,0
2016,0.14877175495104128,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.09918075670904218,3,0.46,0,0,0,1,0,1,0,1,0
2010,0.0867830071485424,1,0.09,0,0,0,1,0,1,0,1,0
2018,0.024794259346043505,1,0.46,0,1,0,0,0,1,0,1,0
2013,0.2479537514350395,2,0.05,0,1,0,0,0,1,0,1,0
2011,0.14877175495104128,1,0.04,0,1,0,0,0,1,0,1,0
2018,0.037192008906543284,1,0.17,0,1,0,0,1,0,0,1,0
2005,0.276468575424189,1,0.04,0,1,0,0,0,1,0,1,0
2016,0.07438525758804262,1,0.46,0,1,0,0,0,1,0,1,0
2016,0.04958975846704306,1,0.17,0,0,0,1,0,1,0,1,0
2016,0.20000793455971871,1,0.05,0,1,0,0,0,1,0,1,0
2009,0.07438525758804262,3,0.17,0,0,0,1,0,1,0,1,0
2007,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2018,0.007437409961343817,1,0.17,0,0,0,1,0,1,0,1,0
2009,0.08430345723644245,2,0.17,0,0,0,1,0,1,0,1,0
2012,0.10537963148929207,1,0.07,0,1,0,0,0,1,0,1,0
2011,0.0867830071485424,1,0.05,0,1,0,0,1,0,0,1,0
1999,0.043390883686793176,2,0.46,0,0,0,1,0,1,0,1,0
2010,0.12397625583004174,2,0.46,0,1,0,0,0,1,0,1,0
2015,0.1363740053905415,1,0.03,0,1,0,0,0,1,0,1,0
2010,0.24175487665478962,2,0.05,0,1,0,0,1,0,0,1,0
2015,0.05702840820334293,2,0.46,0,0,0,1,0,1,0,1,0
2008,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.05702840820334293,1,0.07,0,0,0,1,0,1,0,1,0
2015,0.05206930837914302,1,0.17,0,1,0,0,0,1,0,1,0
2006,0.11157850626954195,2,0.17,0,0,0,1,1,0,0,1,0
2012,0.10537963148929207,2,0.07,0,1,0,0,0,1,0,1,0
2012,0.14877175495104128,3,0.17,0,1,0,0,0,1,0,1,0
2013,0.08926255706064236,1,0.07,0,1,0,0,0,1,0,1,0
2013,0.08802278210459237,2,0.46,1,0,0,0,0,1,0,1,0
2009,0.1363740053905415,4,0.46,0,0,0,1,0,1,0,1,0
2013,0.08802278210459237,2,0.46,1,0,0,0,0,1,0,1,0
2010,0.17852635389624075,4,0.07,0,1,0,0,0,1,0,1,0
2017,0.037192008906543284,1,0.46,0,0,0,1,0,1,1,0,0
2007,0.08058413236829251,1,0.17,0,0,0,1,0,1,1,0,0
2015,0.047110208554943106,1,0.03,0,1,0,0,0,1,0,1,0
2012,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2018,0.04587043359889313,1,0.17,0,1,0,0,0,1,1,0,0
2018,0.037192008906543284,1,0.46,0,0,0,1,0,1,1,0,0
2018,0.03223290908234337,1,0.03,0,0,0,1,1,0,1,0,0
2016,0.037192008906543284,1,0.46,0,0,0,1,0,1,1,0,0
2016,0.02851358421419344,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.04958975846704306,1,0.17,0,0,0,1,0,1,1,0,0
2014,0.033472684038393354,1,0.07,0,1,0,0,0,1,1,0,0
2012,0.08058413236829251,1,0.09,0,1,0,0,0,1,1,0,0
2015,0.03967155881864324,1,0.17,0,0,0,1,0,1,1,0,0
